optimizer,p,m,energy_Hc,success_prob,time_sec,trial,C_max,C_qaoa,approx_ratio
COBYLA,2,2,9.917471843756687e-10,1.0,1.057814121246338,40,2,1.9999999990082529,0.9999999995041264
COBYLA,4,2,1.6138982372737587e-09,1.0,1.845909833908081,40,2,1.9999999983861017,0.9999999991930508
COBYLA,8,2,4.2776820974310676e-10,1.0,3.0017683506011963,40,2,1.9999999995722317,0.9999999997861159
COBYLA,16,2,1.114996983631045e-12,1.0,6.381014823913574,40,2,1.999999999998885,0.9999999999994424
COBYLA,1,2,3.5966540343213005e-08,1.0,1.693659782409668,41,2,1.9999999640334596,0.9999999820167298
COBYLA,2,2,9.895235741907982e-10,1.0,0.9738821983337402,41,2,1.9999999990104764,0.9999999995052382
COBYLA,4,2,4.369432593520628e-11,1.0,1.7813737392425537,41,2,1.9999999999563056,0.9999999999781528
COBYLA,8,2,2.3731802634152643e-10,1.0,1.835888624191284,41,2,1.999999999762682,0.999999999881341
COBYLA,16,2,4.822490462519369e-10,1.0,13.160154342651367,41,2,1.9999999995177509,0.9999999997588754
COBYLA,1,2,9.383499074977486e-09,1.0,1.1818459033966064,42,2,1.999999990616501,0.9999999953082505
COBYLA,2,2,1.8231198550822117e-08,1.0,1.893467664718628,42,2,1.9999999817688014,0.9999999908844007
COBYLA,4,2,4.772113176843007e-09,1.0,1.897101640701294,42,2,1.9999999952278869,0.9999999976139434
COBYLA,8,2,1.0781800452441813e-10,1.0,2.6900885105133057,42,2,1.999999999892182,0.999999999946091
COBYLA,16,2,1.3265276377349975e-10,1.0,12.044610738754272,42,2,1.9999999998673472,0.9999999999336736
COBYLA,1,2,0.0282932326061962,0.97265625,1.397214412689209,43,2,1.9717067673938038,0.9858533836969019
COBYLA,2,2,9.474778928098004e-08,1.0,4.18820071220398,43,2,1.9999999052522108,0.9999999526261054
COBYLA,4,2,4.337479142524359e-08,1.0,2.581993579864502,43,2,1.9999999566252085,0.9999999783126042
COBYLA,8,2,7.016507930224235e-10,1.0,5.704738616943359,43,2,1.9999999992983493,0.9999999996491746
COBYLA,16,2,9.876754414328561e-10,1.0,11.10211944580078,43,2,1.9999999990123245,0.9999999995061623
COBYLA,1,2,1.8486767366932e-08,1.0,1.570871353149414,44,2,1.9999999815132325,0.9999999907566163
COBYLA,2,2,5.871078553876252e-09,1.0,1.101362943649292,44,2,1.9999999941289215,0.9999999970644607
COBYLA,4,2,1.009724151512792e-09,1.0,0.356762170791626,44,2,1.999999998990276,0.999999999495138
COBYLA,8,2,2.1293164453872748e-10,1.0,4.038519620895386,44,2,1.9999999997870683,0.9999999998935342
COBYLA,16,2,1.1414563738654238e-11,1.0,11.251983404159546,44,2,1.9999999999885854,0.9999999999942927
COBYLA,1,2,1.0448079124092402e-08,1.0,1.4392447471618652,45,2,1.999999989551921,0.9999999947759605
COBYLA,2,2,5.254960168399325e-08,1.0,1.47894287109375,45,2,1.9999999474503982,0.9999999737251991
COBYLA,4,2,2.8914723532169613e-09,1.0,2.0344603061676025,45,2,1.9999999971085276,0.9999999985542638
COBYLA,8,2,8.071732587877634e-10,1.0,4.5160229206085205,45,2,1.9999999991928268,0.9999999995964134
COBYLA,16,2,2.0996260285954804e-11,1.0,11.357725143432615,45,2,1.9999999999790037,0.9999999999895018
COBYLA,1,2,4.159195932107451e-09,1.0,1.4707627296447754,46,2,1.9999999958408041,0.9999999979204021
COBYLA,2,2,2.7388525863925043e-08,1.0,1.3646647930145264,46,2,1.999999972611474,0.999999986305737
COBYLA,4,2,4.990504630375536e-08,1.0,1.7407119274139404,46,2,1.9999999500949537,0.9999999750474768
COBYLA,8,2,1.1701888902315716e-08,1.0,3.601635694503784,46,2,1.9999999882981112,0.9999999941490556
COBYLA,16,2,3.4097585865922042e-12,1.0,12.029789447784424,46,2,1.9999999999965903,0.9999999999982951
COBYLA,1,2,0.4077478498254434,0.57421875,2.698293924331665,47,2,1.5922521501745566,0.7961260750872783
COBYLA,2,2,5.738202098010126e-06,1.0,17.61626696586609,47,2,1.999994261797902,0.999997130898951
COBYLA,4,2,3.420953733228316e-06,1.0,4.085341453552246,47,2,1.9999965790462668,0.9999982895231334
COBYLA,8,2,3.860618693694862e-06,1.0,12.425654649734495,47,2,1.9999961393813064,0.9999980696906532
COBYLA,16,2,2.488016258322956e-06,1.0,35.156158685684204,47,2,1.9999975119837416,0.9999987559918708
COBYLA,1,2,0.028293238188269,0.9765625,1.0697674751281738,48,2,1.971706761811731,0.9858533809058655
COBYLA,2,2,1.4798490771683606e-07,1.0,10.274956464767456,48,2,1.9999998520150923,0.9999999260075462
COBYLA,4,2,2.438538097837561e-08,1.0,2.2098183631896973,48,2,1.999999975614619,0.9999999878073095
COBYLA,8,2,1.1969086818885977e-08,1.0,3.3604092597961426,48,2,1.9999999880309132,0.9999999940154566
COBYLA,16,2,3.521334598910464e-09,1.0,11.38585877418518,48,2,1.9999999964786654,0.9999999982393327
COBYLA,1,2,2.0899722785738817e-08,1.0,1.6059277057647705,49,2,1.9999999791002772,0.9999999895501386
COBYLA,2,2,6.500752713911594e-10,1.0,1.1705372333526611,49,2,1.9999999993499247,0.9999999996749623
COBYLA,4,2,1.6389336554567535e-09,1.0,1.9851319789886477,49,2,1.9999999983610663,0.9999999991805332
