optimizer,p,m,energy_Hc,time_sec,trial,C_max,C_qaoa,approx_ratio
L-BFGS-B,16,2,0.0,8.61,53,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.5,54,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.11,54,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.6,54,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.62,54,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.37,54,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.33,55,2,1.94,0.97
L-BFGS-B,2,2,0.0,0.88,55,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.43,55,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.74,55,2,2.0,1.0
L-BFGS-B,16,2,0.0,1.18,55,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.67,56,2,1.94,0.97
L-BFGS-B,2,2,0.0,1.32,56,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.43,56,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.86,56,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.0,56,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.53,57,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.25,57,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.5,57,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.95,57,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.19,57,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.43,58,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.3,58,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.41,58,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.39,58,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.36,58,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.43,59,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.44,59,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.56,59,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.84,59,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.94,59,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.33,60,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.35,60,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.66,60,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.86,60,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.05,60,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.37,61,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.03,61,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.27,61,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.97,61,2,2.0,1.0
L-BFGS-B,16,2,0.0,1.84,61,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.3,62,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.21,62,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.38,62,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.79,62,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.31,62,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.34,63,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.31,63,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.32,63,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.7,63,2,2.0,1.0
L-BFGS-B,16,2,0.0,1.9,63,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.37,64,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.16,64,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.31,64,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.04,64,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.67,64,2,2.0,1.0
L-BFGS-B,1,2,0.0283,0.45,65,2,1.9717,0.98585
L-BFGS-B,2,2,0.0,1.12,65,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.55,65,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.8,65,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.4,65,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.55,66,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.38,66,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.83,66,2,2.0,1.0
L-BFGS-B,8,2,0.0,2.16,66,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.84,66,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.59,67,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.31,67,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.56,67,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.01,67,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.52,67,2,2.0,1.0
L-BFGS-B,1,2,-0.0,0.37,68,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.28,68,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.69,68,2,2.0,1.0
L-BFGS-B,8,2,-0.0,1.73,68,2,2.0,1.0
L-BFGS-B,16,2,0.0,3.15,68,2,2.0,1.0
L-BFGS-B,1,2,0.06,0.44,69,2,1.94,0.97
L-BFGS-B,2,2,0.0,1.4,69,2,2.0,1.0
L-BFGS-B,4,2,0.0,1.33,69,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.68,69,2,2.0,1.0
L-BFGS-B,16,2,0.0,7.09,69,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.47,70,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.3,70,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.71,70,2,2.0,1.0
L-BFGS-B,8,2,0.0,2.83,70,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.59,70,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.43,71,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.36,71,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.45,71,2,2.0,1.0
L-BFGS-B,8,2,0.0,1.79,71,2,2.0,1.0
L-BFGS-B,16,2,0.0,4.26,71,2,2.0,1.0
L-BFGS-B,1,2,0.0,0.52,72,2,2.0,1.0
L-BFGS-B,2,2,0.0,0.3,72,2,2.0,1.0
L-BFGS-B,4,2,0.0,0.46,72,2,2.0,1.0
L-BFGS-B,8,2,0.0,0.81,72,2,2.0,1.0
L-BFGS-B,16,2,0.0,2.7,72,2,2.0,1.0
