optimizer,p,m,energy_Hc,success_prob,time_sec,trial,C_max,C_qaoa,approx_ratio
SPSA,16,10,0.03008753687826717,0.9853515625,336.20632791519165,45,10,9.969912463121732,0.9969912463121732
SPSA,1,10,1.1812963933816316,0.240234375,43.09248208999634,46,10,8.818703606618369,0.8818703606618369
SPSA,2,10,1.1281220946907686,0.267578125,103.13235092163086,46,10,8.871877905309232,0.8871877905309231
SPSA,4,10,0.08916711118402332,0.921875,142.85461974143982,46,10,9.910832888815976,0.9910832888815977
SPSA,8,10,0.04071446751184718,0.9658203125,219.13271474838257,46,10,9.959285532488153,0.9959285532488152
SPSA,16,10,0.07238358742420589,0.947265625,368.6672291755676,46,10,9.927616412575794,0.9927616412575795
SPSA,1,10,0.29661652266758654,0.7646484375,53.19473075866699,47,10,9.703383477332414,0.9703383477332415
SPSA,2,10,0.15643965586659195,0.875,96.3879599571228,47,10,9.843560344133408,0.9843560344133409
SPSA,4,10,0.2938124190034697,0.7685546875,129.79565739631653,47,10,9.70618758099653,0.970618758099653
SPSA,8,10,0.044295290690141355,0.9580078125,197.10391330718994,47,10,9.955704709309858,0.9955704709309858
SPSA,16,10,0.07819488309957723,0.9248046875,337.9532821178436,47,10,9.921805116900423,0.9921805116900423
SPSA,1,10,1.2043459044948297,0.3466796875,84.17282843589783,48,10,8.79565409550517,0.8795654095505171
SPSA,2,10,1.1899607424978247,0.3603515625,102.10006618499756,48,10,8.810039257502176,0.8810039257502176
SPSA,4,10,0.1798085260002758,0.8662109375,138.04707407951355,48,10,9.820191473999724,0.9820191473999724
SPSA,8,10,0.22518858671402608,0.8203125,214.71858930587769,48,10,9.774811413285974,0.9774811413285974
SPSA,16,10,0.0740915583250939,0.9462890625,364.5751402378082,48,10,9.925908441674906,0.9925908441674907
SPSA,1,10,1.1101010574652566,0.2294921875,88.77154016494751,49,10,8.889898942534744,0.8889898942534744
SPSA,2,10,1.105052610910948,0.2197265625,111.66721940040588,49,10,8.894947389089053,0.8894947389089053
SPSA,4,10,0.11722346239193077,0.9033203125,149.98314762115479,49,10,9.88277653760807,0.988277653760807
SPSA,8,10,0.09871317865297094,0.9130859375,224.495454788208,49,10,9.901286821347028,0.9901286821347028
SPSA,16,10,0.15720391891740726,0.8720703125,381.8982124328613,49,10,9.842796081082593,0.9842796081082593
SPSA,1,20,0.9141336122009396,0.421875,114.5032091140747,0,20,19.08586638779906,0.9542933193899531
SPSA,2,20,0.5881113637953833,0.5625,141.734365940094,0,20,19.411888636204615,0.9705944318102308
SPSA,4,20,0.9048588509367943,0.419921875,196.82342386245728,0,20,19.095141149063206,0.9547570574531603
SPSA,8,20,0.5821017773348408,0.556640625,305.93042516708374,0,20,19.41789822266516,0.9708949111332579
